Zip code,1,2,3,4,5,6,7,8,9,10,11,12
1580,928779.1,918287.6,915416.9,909247.3,905288.9,908482.94,909247.44,907127.1,906681.3,903834.75,902701,893732.4
1581,924965.2,917814.3,917568,913340.25,911479.6,916815.75,919134.25,918308.75,918802.4,916797.1,916137.25,905862.5
1583,358796.75,359282.66,359158.25,360317.66,360630.7,360311.34,360092.4,360411.75,360179.62,360463.88,360577.62,361671.94
1585,362885.56,362995.03,362426.06,363090.2,362796.38,362081.56,361702.53,361923.2,361663.75,361935.7,362030,363075.97
1588,362262.8,361691.97,361340.6,361990.22,361808.8,361367.8,360990.44,361109.44,360809.4,360929.84,360947.38,361592.25
1590,361780.66,363588.5,363474.97,364627.53,364302.6,363353.62,363041.38,363406.56,363147.34,363589.5,363728.25,365306.38
1602,367187.44,366656.6,366043.38,366659.2,366410.06,365951.75,365509.9,365738.9,365415.6,365649.38,365671.84,366660.1
1603,367400.62,366740.06,366118.06,366713.38,366483.6,366085.2,365503.12,365770.8,365316.6,365515.72,365558.47,366508
1604,367035.16,366360.7,365821.38,366291.8,366060.03,365551.8,365196.94,365317.9,365021.88,365259.56,365196.3,366103.25
1605,367003.97,366067.3,365360.3,365892.72,365606.8,365154.28,364643.88,364848.16,364422.7,364588.7,364633.3,365526.12
1606,364863.44,364446.5,363962.3,364453.94,364258.56,363920.4,363509.47,363685.06,363404.84,363586.25,363669.7,364447.6
1607,368267,367661.62,367011.16,367421.34,367205.2,366528.97,366034.3,366151.75,365598.34,365829.7,365825.03,366856.47
1608,372553.25,372451.56,372202.7,372333.8,372192.56,371951.3,371727.4,371798.1,371606.25,371701.06,371717.53,372086.25
1609,358941.12,359762.66,359809.34,361036.2,361039.94,360633.88,360330,360640.28,360429.62,360731.1,360795.84,361967.2
1610,366158.3,365156.62,364529.72,365160.94,364856.62,364260.5,363767.34,363896,363429.62,363705.53,363770.8,364804.7
1611,360320.06,360108.12,359849.2,360577.62,360529.72,360163.25,359872.25,360070.94,359811.75,360003.9,360046.72,360920.94
